rol	facultad	edad	dispositivos	uso	plus	p1	p2	p3	p4	p5
Estudiante	Facultad de Ciencias Exactas y Naturales	25-34 años	Computadora,Teléfono móvil,	8	No	It is a good tool to consult information, concepts and understand a topic	Understand many scientific articles	In none	very good	I would not know how to say it, since recently studies resume
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,	2	No	It is useful when finding precise information	to make long text summaries to be able to make mental maps faster	I only use little	quite useful	no way
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,	3	Si	ease	When I don't have much time or have my tight schedule	.	It is very good to complement the student	speed for work and save time
Estudiante	Facultad de Enfermería	17-24 años	Computadora,	10	No	It is very useful for looking for questions that are often not understood in class	essays	Report	I like it a lot	Not directly
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,	2	No	It is a tool that does not help students to be able to think for themselves or have their own criteria at the time of performing tasks but as we are accustomed to facilism, we want this tool to do the job for us.	When they are forums and when we have to look for some law.	At the time of calculating.	Good and bad, bad because as we think about us we are getting used to us.	Bad because it does not allow us to develop our thinking or help us to have our own criteria.
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Teléfono móvil,	3	No	is sometimes useful	When I can't find something	in creativity problems	normal	not much
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,	6	Si	It is a tool that helps us students	In most	Finance tasks	Very good	Yeah
Estudiante	Facultad de Medicina	17-24 años	Computadora,	1	No	Considering that I am a medical student, I think it is a useful tool since I use as a method of study on some subject. Basically what I do is generate questions on a certain topic	Study method	Research and/or presentations	Good	Moderately normal
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Teléfono móvil,	1	No	For me it only gives basic information that serves as a guide	To find basic information	When I need deep information	Bad	In nothing
Estudiante	Facultad de Ingeniería	17-24 años	Computadora,	2	No	It is very practical because you go to the information I need	in finding information on the subject without going for different others to reach the same	Only pages or book information is found, so it's like a precise search engine	N/A	N/A
Estudiante	Facultad de Psicología	17-24 años	Teléfono móvil,	5	No	It seems quite good and useful	Of fundamentals of research	Manuals	Very useful	Has influenced a good way because of the fact that quick information is achieved
Estudiante	Facultad de Enfermería	17-24 años	Teléfono móvil,	1	No	In my sincere opinion I do not have occupied academically, just to bother	In none	In none	I have not used it for academic purposes	I think he has a great influx
Estudiante	Facultad de Enfermería	17-24 años	Computadora,	4	No	It is a really useful tool, in addition to helping you with work things, it is able to help you with ideas on how to improve in a presentation, ideas for birthday themes or even help you study for your exam, without abusing the use of the same and which contains too much information.	I use it personally for information such as creativity, to help me think about dynamics to do in class presentations or sometimes as research since sometimes there is not enough information on Google and I can ask the Chat GPT to propose bibliographic sources in where you can find complete and useful information.	"Tasks such as summarizing a video on YouTube because it is true that it is ""artificial intelligence"" but it cannot always be right"	Very useful and effective, it does not cause me so much stress to look for information for hours.	Once it starts, it becomes part of, but in a certain way it is not so good since it would generate dependence on it and we could not be able to look for information for ourselves.
Estudiante	Facultad de Comunicación, Lingüística y Literatura	17-24 años	no lo uso,	1	No	It is a tool that can be used to help in the investigation and solution of doubts, about various topics	I have never used chatgpt, I have no use for this tool	I have not used chatgpt, I have no situation in which it is not useful to me	None	In my experience it has not influenced in any way
Estudiante	Facultad de Enfermería	17-24 años	Ninguno,	1	No	It seems to me that it is a system that tries to dominate and about passing human intelligence, leaving in ignorance the students who use it.	In none.	In all.	I do not see the need to use it.	He has created a great impact, since most students use to obtain short -term responses and avoid prolonged investigation.
Estudiante	Facultad de Economía	17-24 años	Computadora,	3	No	It is very useful to get relevant information on certain topics, but not to use it as a replacement in performing tasks.	In the drafting of trials, the sources that give are very specific and make good use of them.	In mathematical problems	Time savings with validated information by third parties	It is of pleasant help because it makes me a better person both academically and professionally
Estudiante	Facultad de Ciencias Exactas y Naturales	25-34 años	Computadora,	6	No	It is a very useful tool if the proper benefit is taken	Paraphrase, summarize, generate drafts	Mathematics, writing scientific works (still provides erroneous information)	good	For good, it saves time when you know how to use it well
Estudiante	Facultad de Jurisprudencia	17-24 años	Teléfono móvil,Computadora,	7	No	It is a very practical and useful tool, since it helps save a lot of time	When a summary or punctual information is needed	For writing/essays	Very good, helps clear doubts and solve questions quickly	Positively influences
Estudiante	Facultad de Jurisprudencia	17-24 años	Computadora,	1	No	I think it is a tool that only serves as support, it is an artificial intelligence that makes many mistakes and the information it produces is not mostly true	For questions of general interest nothing more, in addition to that I have not found it useful, because as I mention it makes many mistakes	It is not useful as a mathematical system, since it cannot solve this type of problem	The bad truth because not even find the current regulations or sometimes ask for a national regulation and ends you by giving you one other part of the world	In no way, because it is something that I do not use for my educational life, but more when I am bored and I want to get a question of a random question
Estudiante	Direcciones Administrativas	17-24 años	Teléfono móvil,	8	No	It is a good tool that simplifies processes	When creating a web page it is no longer necessary to have to know all the source codes since Chat GPT can give a general source code to develop from that point any website or application.	Being a payment service and that you can only try 3 orders to AI is not very useful if you are a person who does not like to pay services that uses daily.	None	N/A
Estudiante	Facultad de Comunicación, Lingüística y Literatura	17-24 años	Computadora,Teléfono móvil,	2	Si	I consider that it is useful when being able to take ideas or clues about some investigations. However, I do not consider that it is a reliable source for the diversity of information that can be obtained through this tool. Additional, it does not always provide adequate information.	When I need to introduce some argument into an essay.	It becomes ineffective when more current information is required. You can confuse some data or give some unnecessary.	Honestly, I have tried to make use of this tool, but it has not turned out because in my career I need to speak or apply matter to my personal life or based on my experiences. On those occasions I did not favor and gave up the idea of ​​using. However, for some essays I tried to use it to be able to take ideas of arguments, it helped me but I reached out those arguments through other inquiries.	I consider that it is a good tool that must be developed and used in favor so that in the future there is no dependence of it.
Estudiante	Facultad de Psicología	17-24 años	Computadora,	3	No	It seems to me an excellent tool	I do not use in tasks	I do not use in tasks	For topics research	Positively
Estudiante	Facultad de Jurisprudencia	17-24 años	Teléfono móvil,Computadora,	1	No	I have not used frequently	academic	social	I have not used frequently	good
Estudiante	Facultad de Ciencias Exactas y Naturales	17-24 años	Computadora,Teléfono móvil,	6	No	It seems very good tool, if used well. In other words, being responsible with its use, use it as assistant but not to do any work.	When I need more information on a topic or I don't remember any command.	Sometimes in mathematical operations it is confused. It is not useful when needing sources, since it only has access to files until 2021.	Good, it helps me to understand some things.	For good.
Estudiante	Facultad de Enfermería	17-24 años	Computadora,	5	No	Very good	In few	In summaries	good	good
Estudiante	Facultad de Psicología	17-24 años	Teléfono móvil,	2	No	It is an important but not very effective tool	To find information	essays	Normal	No
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,Teléfono móvil,	8	No	It is a very useful tool when it comes to wanting to find specific information quickly.	In research, writing and reflection tasks	Duties that have to do with numbers.	Very good.	Too much, before it stressed me because I was very delayed to find information, with this tool I do it faster.
Estudiante	Facultad de Ingeniería	17-24 años	Teléfono móvil,Computadora,	1	No	I have never used it	None	None	None	It has not influenced
Profesor	Facultad de Enfermería	55-64 años	Computadora,	1	No	very good. But in my case I only give a theory and I am alone occasional, so I do not give priority to the correct handling of the chatgpt.	I think if I put into practice, it will be very useful for tasks	I think it will be useful in all tasks	N/A	I have to practice this chatgpt
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Nunca he accedido,	1	No	I have never used it	I have never used it	I have never used it	I have never used it	I have never used it
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,	2	No	I think it is a tool that can help you have another perspective or improve your point of view with more arguments.	To find examples or put a more complete context of some discussion topic.	The few times that I have used it served me, it should be emphasized that it is necessary to ask the question well so that it can answer us.	Well, of great help when joining it with what I already had investigated, it also helps save time.	Positively since, a complemented with other things I did not know.
Estudiante	Facultad de Psicología	17-24 años	Teléfono móvil,	5	No	The AI ​​tool is very useful when there are creative blockages, solve doubts quickly and can even change the explanation if necessary. It is a tool that can be used as a guide to prepare jobs and not leave all the task in charge since it can tend to errors or misunderstand the orders.	It has been useful for the correction of texts, one can write to give the thesis and write in the best way but there are times when one cannot be clearly understood, so the chat can help or suggest changes in some texts To facilitate your understanding.	It would be a more complete tool if you could access the references where the information gets to verify that the information is correct.	As a personal comment, it has helped me organize and save time in simple tasks, since sometimes the requirements of some tasks are basic things but that consume a long time. The tool is effective if one considers it as a partner who has more experience that can help you in the tasks but will not give you the complete job.	Its influence is positive since on several occasions results are obtained that please teachers, it is like walking in a forest with a flashlight that gives you a better guide and allows you to advance faster. There are subjects or situations in which students are blindly having to repeat a task several times because professor does not clearly imply or the right time is given to answer doubts. It should be noted that a mediocre student will deliver mediocre tasks even using the chat GTP for thinking that it is a tool that solves everything, so a task is trusted and delivers below the average. On the part of the teachers I consider that they can use the tool to find creative ways to explain the class without the need to think for hours how to attract students, the chat can give simple examples and modify them according to the target group. Instead of worrying if it is a good or bad tool, the objective would be implemented correctly in the educational field to acquire new knowledge with greater efficiency and effectiveness.
Estudiante	Facultad de Jurisprudencia	17-24 años	Computadora,	1	No	It is a useful tool to do jobs.	In research.	In doing homework.	Very good.	Significantly.
Estudiante	Facultad de Ingeniería	17-24 años	Computadora,Teléfono móvil,	5	No	It helps me a lot to solve exercises that I don't usually understand	COE	I don't know	Very good, even helps my school brother	Yeah
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,Teléfono móvil,	2	No	It is a good tool for simple research papers, to give a critical and complex opinion it does not work, that without counting that it does not have bibliography or a simple investigation.	Research about new class issues	In extensive works or complex research as an internationalization plan	Not very good	Negatively
Estudiante	Facultad de Enfermería	17-24 años	Computadora,	2	No	USEFUL	ESSAYS	RESEARCH	GOOD	It has not influenced
Estudiante	Facultad de Medicina	17-24 años	Computadora,	1	No	It is good, but it incapacitates you to do things for yourself.	Chemistry since it helps to have more than one clear response to concerns.	I have no idea since I don't use it frequently.	The information that gives and always from different places is very diverse.	It may be a little easier to find what you are looking for in a matter of minutes, which before you took hours reading files and books.
Estudiante	Facultad de Jurisprudencia	17-24 años	Computadora,	5	No	It is useful for the university	In research, because it helps me quickly collect information	Personal opinions	Regular	Has facilitated more my earrings
Estudiante	Facultad de Ciencias Exactas y Naturales	17-24 años	Computadora,	5	No	-	For a simpler explanation of a complicated topic	-	Great, I really like it when I spend it	-
Estudiante	Facultad de Ingeniería	17-24 años	Computadora,Teléfono móvil,Tableta,	8	No	I really think it is an excellent tool which serves to get out of any hurry.	In code creation, research, to investigate examples	I do not find useful in issues related to writing essays, opinions, among other things because of the little credibility that this tool can provide.	Of much help.	Well, it helps me correct errors and serves me to improve as a student.
Estudiante	Facultad de Jurisprudencia	17-24 años	Computadora,	3	No	It is very good for academic issues	ESSAYS	Deep investigations or laws from other countries.	Very good, for the free version, it is very good.	In a field from 1 to 10, a 3 because the information is very wide.
Profesor	Facultad de Ciencias Administrativas y Contables	55-64 años	Computadora,Teléfono móvil,	2	No	At the moment, I have only used the free version, I think it contains too many inaccuracies, therefore, it must be used as a reference or location orientation of the required information, mainly.	Academic and Professional Consultations	For estimation or prediction of data that come from this chatbot.	Students state that the information provided is ambiguous and imprecise.	It is presented as an interesting immediate consultation option, considering that the information obtained must be valid by other arbitrated academic sources.
Estudiante	Facultad de Enfermería	35-44 años	Ninguna,	1	No	Within studies about the use of artificial intelligence I think it is convenient that its use can be like any other tool to which you have access. However, it should be emphasized that like every tool, it can be useful, without involving the development of thought and the ability of human being to think or reflect. That is what makes us identify as human beings.	I have not used it	Does not apply	Does not apply	Does not apply
Estudiante	Facultad de Enfermería	25-34 años	Computadora,	3	No	I like it because some topic that I do not understand and it is quite long summarizes it and allows me to understand it in a better way and with examples.	In tasks that I do not understand certain words because not heard or not read. Also in issues that are very complex to understand because they are very long and when I consult in the chat they already give me a basis to be able to understand in a better way and start investigating a little more to do an excellent job.	"My career is more practical, so the chat GPT is not usually so useful in that field, but in a way it is in great help and allows me to understand some things related to the practical part.
"	It is very good because it usually gives tips to better understand some issues of certain subjects that are complicated, my method of study through Chat GPT is more found, so it has allowed me to get better grades in my oral, practical and theoretical tests .	Wonderful because I have allowed me to find things faster and do not lose hours in a library, however, if I want to know more about the subject, more sources or book names usually recommend to have a broader knowledge of the subject and so I can learn further.
Estudiante	Facultad de Medicina	17-24 años	Computadora,	1	No	It is a very useful tool when giving us information that we are looking for for a long time.	In almost all the subjects I took within my career.	On certain occasions, Chat GPT is very useful rare is not to help you with information.	N/A	N/A
Estudiante	Facultad de Comunicación, Lingüística y Literatura	17-24 años	Computadora,	5	No	Super necessary but for aspects of great importance.	When I want to use synonyms in some prayer but do not change the meaning of this.	To make calculations, but for obvious reasons for use of the basic account	Many complaints from teachers to use this tool and at the same time makes us more conformist to the work we do.	For good, because each one is intelligent and knows at what time you can use this tool
Estudiante	Facultad de Psicología	17-24 años	Computadora,	4	No	Excellent tool, save time	Research	-	Excellent	To positively influenced
Estudiante	Facultad de Economía	17-24 años	Tableta,	4	No	Help quickly and effectively	At times that I do not have the knowledge they ask me to solve some activity	In mathematical activities	Good since it is effective	Unhindly
Estudiante	Facultad de Psicología	17-24 años	No uso ,	1	No	It is a good tool if you use it responsibly.	"I have not used.
"	I have not sought a specific topic	None	I have not experienced yet.
Estudiante	Facultad de Medicina	17-24 años	Ninguno ,Teléfono móvil,	2	No	For my career it does not work since a lot of analysis is required	None	All	None	None
Estudiante	Facultad de Ciencias Exactas y Naturales	17-24 años	Computadora,	5	No	It is very useful when finding brief information, as for an introduction or theoretical framework.	Research	In none	It helps me to have information on which to base myself to expand or reinforce an investigation	Very good
Estudiante	Facultad de Medicina	17-24 años	Computadora,	5	No	It seems to me a good tool to consult, but it should not be the main or secondary to study	When you want more points of view or short definitions.	When I want to read a lot about something specific.	It has been a good experience, but because I do not use it so frequently.	Just like one more way to investigate.
Estudiante	Facultad de Medicina	17-24 años	En ningún dispositivo,	1	No	I don't know, I haven't occupied	In none	In none	None, because he did not use it	None, did not use it
Estudiante	Facultad de Economía	17-24 años	Teléfono móvil,Computadora,	6	No	It is practical	To do duties	In research	Normal I have found generic responses but it is more efficient than the search engine	N/A
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Teléfono móvil,Computadora,	3	No	It is very useful for quick responses, but gives very general answers.	To ask historical data or events.	On specific MKT Digital issues, the platform did not know the first, it is time to tell him one by one.	N/A	N/A
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Teléfono móvil,	1	No	I think Chat GPT is a tool for when one is short of time and needs specific information on a topic	At the time of investigating specific issues	It could be perhaps in the numerical field	N/A	N/A
Estudiante	Facultad de Ingeniería	17-24 años	Computadora,Teléfono móvil,Tableta,	2	No	It is very good application	In university works	In jobs	Very good helps find easy and fast information	Helps me optimize my time
Estudiante	Facultad de Comunicación, Lingüística y Literatura	17-24 años	Computadora,	2	No	I think it is complicated because you have to detail what you need to find, and if you do not do it well, the chat sends you other things.	In a drafting task that was with the chat GPT	In my phonology tasks	I did not like	If it has influenced
Estudiante	Facultad de Ciencias Filosófico – Teológicas	17-24 años	Computadora,	1	No	It does not allow the student to think	I don't use chatgpt	I don't use chatgpt	None	I have not yet used the application
Estudiante	Facultad de Ciencias Exactas y Naturales	17-24 años	No utilizo,	1	No	I have heard of the tool, but I have not used it. I think that good use would be excellent to implement it. For example, use it to obtain references from which we ourselves get information.	None, I don't use.	I have not used.	I have not used.	I don't know, I haven't used it.
Estudiante	Facultad de Ciencias Humanas	17-24 años	niguno,	1	No	I suppose it is sometimes useful for obtaining referential ideas.	So far in nothing	never used it	Null	not to influence anything
Estudiante	Facultad de Psicología	25-34 años	Computadora,	2	No	In my opinion, it is a super useful tool that allows me to know about some topic in general since the explanations they provide me, always go to the point.	I do not usually use it for academic contexts, only the occupation for personal interests.	In personal type tasks	I do not use for academic use	I think that Chatgpt becomes more useful than some teachers who are lazy to explain or simply to reinforce the knowledge already acquired.
Estudiante	Facultad de Economía	17-24 años	Computadora,	4	No	It can be a formative tool, if you know how to use it in a good way.	In difficult tasks. Or very complex, through ideas and explanations.	In easy tasks.	Good, it helps to understand some concepts, which cannot be clear.	It has influenced positively, since it used it for training purposes.
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,	5	No	It is a tool that saves a lot of time when working.	To summarize with important points of long texts	To solve accounting or operational research exercises	Positive since it is a multi -purpose tool that works in several subjects	It has helped me save time in duties related to readings
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,	1	No	I think that the GPT chat can return to useless users if it is not known to use, because we must use it as an aid tool and not as something that gives us all the tangible or intangible work that we should do.	I think that until now I have used this chat just 2 times for the simple fact of understanding a little more a topic, my help is that the chat GPT helps you understand a better topic and explain it in a correct way in research.	As I mentioned earlier, I have only used it 2 times, which have served me.	Excellent	It serves as a help tool
Estudiante	Facultad de Medicina	25-34 años	Computadora,Teléfono móvil,	3	No	I have not used it	I have not used it	I have not used	I would have to use it to give my comment	I would have to use it to give my comment
Estudiante	Facultad de Ingeniería	17-24 años	Computadora,Teléfono móvil,	7	No	Excellent for the university community	Tasks, very specific questions and time savings compared to a search on Google	When I need updated information	Very rewarding since it has helped me in many aspects	Time savings, specific responses and at the moment
Estudiante	Facultad de Jurisprudencia	17-24 años	Computadora,	8	No	Which is a tool that facilitates life	In situations where it is difficult to find answers to certain questions	In situations of developing or elaborating essays	Great tool	Has helped to facilitate study
Estudiante	Facultad de Psicología	17-24 años	Computadora,Teléfono móvil,	5	No	He considered that it expedite certain tasks that can be tedious and is of great help for complicated themes, also provides information that is usually difficult to access.	It facilitates finding appropriate sources of information	Generate systematized information, concept maps, presentations etc.	It can limit learning, however, it has helped me expand my knowledge of complicated topics	He has given me more time to perform different tasks and spend more time to certain personal activities
Estudiante	Facultad de Medicina	17-24 años	Computadora,Teléfono móvil,	3	No	Chat GPT is a tool that serves as a lot of help in the student field, since it gives us short and precise results about the information we are looking for, but it is bad to abuse it, since we do not know if the information is of a book, article , reliable magazine, in conclusion Chat GPT serves as a guide, but not as a source of information.	In situations, where I do not find what they ask me in some consultation, report, etc. I look in Chat GPT this information and guided me to have an idea.	Until now, Chat GPT has been very helpful.	Chat GPT, as I already mentioned, serves as a guide, but not as a reliable source of information, since it does not tell us where the information comes from or the author, nor the books from which such information is collected.	"Chat GPT has positively influenced, because ""facilitates"" the work of many people"
Estudiante	Facultad de Jurisprudencia	17-24 años	Computadora,Teléfono móvil,	3	No	It is very useful	Only when I need a quick answer	It always locks is not very efficient	I use it rarely	Sometimes they give me notes to look for answers with that chat
Estudiante	Facultad de Arquitectura, Diseño y Artes	17-24 años	Computadora,	1	No	It seems to me a curious tool but that lacks a lot, I do not think it is a substitute for anything very impact, perhaps to start a project as a help but the lack of sources makes it very unreliable for now	I have not used it for tasks, but for the rains of ideas, no chat gpt in specific	For none reliably	As entertainment between classes to prove the class of answers to somewhat absurd questions	Not much,
Estudiante	Facultad de Arquitectura, Diseño y Artes	17-24 años	Computadora,	1	No	I have not used it	I have not used it	I have not used it	I have not used it	I have not used it
Estudiante	Facultad de Economía	17-24 años	Computadora,	1	No	It can be a very useful support tool	In essays of common matters that are unnecessary	Mathematical exercises	Normal	Enough, you have to be cautious
Estudiante	Facultad de Ingeniería	17-24 años	Computadora,Teléfono móvil,Tableta,	8	No	"It is extremely useful for student learning. ChatGPT can provide information, clarify doubts and offer explanations in a wide variety of topics, which can be very beneficial for students who seek to study and learn efficiently.

Chatgpt can be a valuable support tool, it does not replace students' learning ability or human interaction."	My chatgpt use can be useful for looking for information, clarifying concepts, solving doubts, generating ideas, practicing languages ​​and reviewing texts in the context of studies.	"Chatgpt can be less useful in situations that involve highly specialized or technical content, where a deep and specific knowledge of the topic is required.




"	"Access to a tool such as Chatgpt can help university students to obtain additional information, clarify concepts and access different perspectives. This can be especially useful in cases where they need to expand their understanding about a specific topic or when they want to explore new ideas and approaches.

In addition, ChatGPT can accelerate the learning process by providing quick and precise answers to specific questions. This allows students to save time and focus on other aspects of their studies."	It can help them obtain additional information, clarify concepts, explore different perspectives and receive suggestions in a variety of topics. This can expand your knowledge and perspective, enriching your educational experience and promoting deeper learning.
Estudiante	Facultad de Medicina	17-24 años	Computadora,	4	No	It is a fairly useful tool to understand issues that can be difficult, this offers a clear response that offers a better understanding of the topic.	I have found it useful to understand general issues.	For very particular cases, as many times it does not offer a complete response of specific topic.	It is quite good, it always has an answer that guides me to the topic I ask.	It has influenced positively, since it has helped me better understand the issues and give a better answer.
Estudiante	Facultad de Jurisprudencia	17-24 años	Computadora,	2	No	Very bad, it does not allow us to develop our ability.	In research, but very outdated information.	In contracts.	Regular	"It has been a great help, regarding optimizing time
"
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Teléfono móvil,	2	No	It is good to obtain clear information that is not known 100%	I have not used	I don't have much used	N/A	N/A
Estudiante	Facultad de Ciencias Humanas	17-24 años	No uso ChatGPT,	1	No	I think it helps at the moment when the student has few ideas and gives as the base, however I consider that it generates some dependency.	None	None	N/A	N/A
Estudiante	Facultad de Medicina	17-24 años	Computadora,Teléfono móvil,	4	No	It is a very useful tool that provides extra knowledge of the information extracted from other sources	in questions of the filing subjects	in chemistry	Very good	It helps me a lot
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,	8	No	It is a tool that facilitates students more than anything to better understand some issues since it summarizes them	"To make summaries
"	When practical exercises	very good	It has provided me on issues that are not found on the Internet
Estudiante	Facultad de Jurisprudencia	17-24 años	Computadora,Teléfono móvil,Tableta,	6	No	It is a very important tool in academic issues, since it helps to achieve new ways of obtaining information. I consider that and a tool that should not be prohibited and that its use as support for both the academy and for the works should be motivated, I think it is the tool of the future that will be impossible to leave it aside as when the computers or cell phones were born.	I have used them when I need to acquire information that is not at first hand, sometimes even in summaries of texts that help me to minor my hours to perform tests, since I can find several sources in it.	When they are much more analysis issues, for example, when it implies personal criteria, in addition to not always the answer is successful, you have to be very specific in the questions.	Very enriching since sometimes when something does not give me in class and I need any explanation of that topic, this tool has helped me complement that knowledge.	Too much, I consider that Osuna tool that must be promoted in both areas.
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Teléfono móvil,	1	No	It is useful, however, it is not advisable to use for the subjects of studies (duties) since if we are studying the university we have to use our own knowledge.	I have not used	I have not used.	I have not used.	I have not used.
Estudiante	Facultad de Arquitectura, Diseño y Artes	17-24 años	no uso,	1	No	I do not use	I do not use	I do not use	I do not use	I do not use
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,	4	No	I consider that it is a tool that has generated great impact on society, however people do not know how to use them properly.	Research in which the information is scarce.	Investigations that have extensive information on the topic.	My experience using chatgpt, has been very good because I have used the tool for my knowledge.	I think it has been a tool that has allowed me to deepen important issues that do not have too much information.
Estudiante	Facultad de Psicología	17-24 años	Computadora,Teléfono móvil,Tableta,	3	No	It is a tool that greatly drives education since it gives us answers efficiently and quickly but it is not good when used to copy and paste and we have to accept that it is where the future is going and instead of prohibiting them we must adapt them	investigation	"Specific situations
"	very good since it helps me answer doubts	of improvement
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,	1	No	It is a very innovative tool that in the future could perform almost all the tasks that can be requested.	To understand a complex topic with a simpler explanation or example.	When I must issue a personal opinion or any information that Chatgpt can be wrong	It has helped me significantly	Helped me better understand certain issues
Estudiante	Facultad de Medicina	17-24 años	Computadora,	7	No	Actually, Chatgpt is a great help when doing research, however, not all information is reliable.	In consultation situations, mainly.	In situations that bibliographic sources of academic websites are needed.	Good.	It has positively influenced, however, it is always important to handle this type of tools.
Estudiante	Facultad de Ciencias Humanas	17-24 años	Computadora,	1	No	I think it is a tool that helps in some cases to provide information however does not have reliable sources	In some that are summary or sintering	In which you have to put bibliography since this tool does not put it	The truth is very low, it does not give me much help	As quickly, it may be help, however, it does not help me develop my abilities.
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,	4	No	A guide tool for any activity, provides knowledge	At the moment none	I have not occupied the platform	N/A	N/A
Estudiante	Facultad de Ciencias Humanas	17-24 años	Computadora,Teléfono móvil,	7	No	It is very useful and fast synthesizing the information	It helps me to seek information already summarized, in addition to finding any image I need without water brand and high quality	with texts or topics too far	has facilitated everything	Tasks can be done more easily
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,Teléfono móvil,	3	No	An excellent tool if you know how to use.	script creation tasks and survey formulation	So far it has been useful as long as I needed it	good	To improve and optimized my task resolution times.
Estudiante	Facultad de Ingeniería	17-24 años	Computadora,Teléfono móvil,	9	No	"A too complete tool that has helped me a lot.
"	In tasks too complicated or when I require an additional explanation to better understand the issues.	The limitation that has only knowledge until September 2021 and does not have access to the Internet.	Very good.	It has been a very useful tool to complement my knowledge and teach me new things.
Estudiante	Facultad de Comunicación, Lingüística y Literatura	17-24 años	Ninguno,	1	No	I think it could be useful in some cases, however, many people use it in a way and without using their own knowledge.	To better understand the reading of the university.	I have not used to perform my tasks.	I have not used frequently.	So far it has not influenced because I do not know the way of use.
Estudiante	Facultad de Jurisprudencia	17-24 años	Computadora,Teléfono móvil,Tableta,	3	No	It is a very useful tool, which focused correctly can help the generation of knowledge.	Reflections and readings.	Content generation.	Relatively satisfactory.	As a guide.
Estudiante	Facultad de Psicología	17-24 años	Computadora,	2	No	It serves to synthesize and save the time of so many hours of search.	To understand certain complicated phrases that I find in texts.	In more complicated	Good and efficient.	Positively, I improve my understanding of certain issues.
Estudiante	Facultad de Jurisprudencia	17-24 años	Computadora,Teléfono móvil,Tableta,	1	No	It seems to me a great access tool to the information that is already found on the Internet.	I do not use chatgpt to perform my academic activities, except for a spelling consultation.	In no task I have found it useful.	AI is a bit poor writing in a complex way.	It has been used as a simple means of access to information.
Estudiante	Facultad de Economía	17-24 años	Teléfono móvil,Computadora,	3	No	It is a very good technological advance, since it allows you to know various topics with great ease and for free	In research situations	In programming situations	Very good experience	Has influenced positively since it is a tool that allows to study for exams, or collect information
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Computadora,Tableta,Teléfono móvil,	5	No	It is a very useful tool to improve information search. It points precisely to valuable information, which helps to deepen research.	In research tasks it has been useful because it shows theories or books that I must review to develop my jobs.	To analyze and give an opinion of current topics.	Very positive.	It has given me access to much more information, and more precise than other search engines.
Estudiante	Facultad de Arquitectura, Diseño y Artes	17-24 años	Computadora,Teléfono móvil,	5	No	It is a useful tool and a lot of help to do jobs	To conduct research on some topic	In none	very useful	N/A
Profesor	Facultad de Medicina	55-64 años	Computadora,	3	No	It is very useful and at the same time, if a task is sent, it is likely to be prepared by the system and not by the student.	In the creation of clinical cases.	I have not explored its use totally, I need to familiarize myself more.	Pretty good, although due to the slowness of the connection and obsolete computer, it takes a long time to obtain what is sought.	"I am starting in the field, even or I can issue a response to or against.

P.S. It is not possible for me to print a copy, since I have very limited the quota and I prefer to use it in the daily evaluations."
Estudiante	Facultad de Economía	25-34 años	Computadora,	8	No	It is a very useful tool that allows you to approach any topic, through simple searches.	Given the ignorance of a topic, for first approaches. To guide the development of tasks.	Specific information about the country. For example, medications of the basic picture or international documents on human rights to which Ecuador has adhered.	It does not allow access.	I am very facilitated by the first contact with a topic and to have general notions.
Estudiante	Facultad de Ciencias Administrativas y Contables	17-24 años	Teléfono móvil,	3	No	It is interesting for the technological era that we are living	In general yes	On legal framework	Good in general	Mmm I do not know
Estudiante	Facultad de Ciencias Exactas y Naturales	17-24 años	Computadora,	5	No	I think it is a fairly useful tool and that it has surprised me several times when I use it.	In physicochemical tasks.	In other matters where I have enough knowledge and I do not need to use this tool.	Well, it is a useful tool so if you have facilitated some things or jobs at the university.	I think that this tool must be used in extreme cases or with enough responsibility and ethics because we can get used to us and make our work imply effort and dedication.
Estudiante	Facultad de Psicología	17-24 años	Computadora,	1	No	I do not like it	I do not use it	-	-	-
